,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Day,Month,Source,Destination,Hour_of_Dept,Minute_of_Dept,Duration_in_Minutes,Stops,Additional_Info,Price
55,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,19,45,975,2,1,14231
56,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,6,8,50,905,3,1,17345
57,0,0,0,0,0,0,0,0,0,0,1,0,6,3,1,1,7,5,135,1,1,7414
58,0,0,0,0,0,0,1,0,0,0,0,0,6,5,5,5,19,0,390,2,1,8073
59,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,2,15,40,1505,2,1,12395
60,0,1,0,0,0,0,0,0,0,0,0,0,6,6,4,4,9,25,745,2,1,8366
61,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,5,6,5,1640,2,1,5117
62,0,0,0,0,0,0,1,0,0,0,0,0,3,6,5,5,8,45,615,2,1,12524
63,0,0,0,1,0,0,0,0,0,0,0,0,15,5,5,5,15,0,630,2,1,7191
64,0,0,0,0,0,0,0,0,0,0,1,0,24,5,1,1,7,5,135,1,1,3687
65,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,10,35,625,2,1,5894
66,0,0,0,0,0,0,0,0,0,0,1,0,24,4,3,3,9,45,170,1,1,5403
67,0,1,0,0,0,0,0,0,0,0,0,0,6,5,2,2,13,55,90,1,1,3625
68,0,1,0,0,0,0,0,0,0,0,0,0,21,5,5,5,5,55,800,3,1,10861
69,0,0,0,1,0,0,0,0,0,0,0,0,12,3,1,1,13,20,135,1,1,6297
70,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,2,7,5,85,1,1,5678
71,0,0,0,0,1,0,0,0,0,0,0,0,9,3,3,6,5,45,1590,2,1,9134
72,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,11,40,440,2,1,10791
73,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,23,5,810,3,1,12819
74,0,0,0,1,0,0,0,0,0,0,0,0,21,3,5,5,5,5,300,2,1,6893
75,0,0,0,0,0,0,0,0,0,0,1,0,9,3,3,6,9,50,165,1,1,7240
76,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,11,40,170,1,1,3898
77,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,2,6,25,90,1,1,4049
78,0,0,0,0,1,0,0,0,0,0,0,0,15,6,5,5,17,30,1145,2,1,10262
79,0,0,0,0,0,0,0,0,1,0,0,0,21,3,1,1,8,20,135,1,1,3332
80,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,21,10,890,2,1,10844
81,0,0,0,0,1,0,0,0,0,0,0,0,24,3,3,6,19,55,160,1,1,7229
82,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,6,30,1330,2,1,13941
83,0,0,0,1,0,0,0,0,0,0,0,0,27,6,5,5,11,25,575,2,1,5894
84,0,0,0,0,0,0,1,0,0,0,0,0,18,5,5,5,9,0,600,2,1,10197
85,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,6,14,5,1280,2,1,13712
86,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,2,0,325,2,1,5636
87,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,9,40,1125,3,1,13014
88,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,8,25,740,2,1,7064
89,0,0,0,0,1,0,0,0,0,0,0,0,24,5,4,4,20,25,1080,2,1,10703
90,0,0,0,0,0,0,1,0,0,0,0,0,27,5,5,5,13,15,555,2,1,9646
91,0,0,0,0,0,0,1,0,0,0,0,0,6,3,5,5,2,15,665,2,1,17057
92,0,0,0,0,1,0,0,0,0,0,0,0,12,3,3,6,16,55,1050,2,1,13817
93,0,1,0,0,0,0,0,0,0,0,0,0,6,3,5,5,5,55,800,3,1,13748
94,0,1,0,0,0,0,0,0,0,0,0,0,21,4,4,4,20,45,155,1,1,4880
95,0,0,0,1,0,0,0,0,0,0,0,0,21,6,1,1,5,15,145,1,1,3540
96,0,0,0,0,0,0,0,0,1,0,0,0,15,5,3,3,5,55,160,1,1,3257
97,0,0,0,0,1,0,0,0,0,0,0,0,3,6,3,3,19,50,180,1,1,6478
98,0,0,0,0,1,0,0,0,0,0,0,0,18,6,2,2,7,5,85,1,1,8040
99,0,0,0,0,1,0,0,0,0,0,0,0,12,6,5,5,20,0,995,3,1,14300
100,0,0,0,0,1,0,0,0,0,0,0,0,15,5,4,4,8,25,740,2,1,14781
101,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,20,0,735,2,1,14939
102,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,20,55,450,2,1,10262
103,0,1,0,0,0,0,0,0,0,0,0,0,12,5,4,4,14,35,1440,2,1,6528
104,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,3,6,10,165,1,1,6121
105,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,19,30,535,3,1,13029
106,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,11,40,430,2,1,11421
107,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,4,45,870,2,1,7574
108,0,1,0,0,0,0,0,0,0,0,0,0,9,5,5,5,12,55,1820,3,1,11596
109,0,0,0,0,1,0,0,0,0,0,0,0,24,5,5,5,23,5,1195,3,1,15129
110,0,0,0,0,1,0,0,0,0,0,0,0,18,3,3,6,14,5,900,2,1,13555
111,0,0,0,1,0,0,0,0,0,0,0,0,12,4,3,3,18,55,175,1,1,5780
112,0,0,0,0,0,0,0,0,0,0,1,0,12,5,4,4,20,20,765,2,1,9397
113,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,5,18,15,610,2,1,17024
114,0,0,1,0,0,0,0,0,0,0,0,0,27,6,5,5,7,0,355,2,1,5281
115,0,0,0,0,0,0,1,0,0,0,0,0,18,5,5,5,7,5,925,2,1,10348
116,0,1,0,0,0,0,0,0,0,0,0,0,6,3,5,5,17,20,965,2,1,12677
117,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,5,15,25,610,2,1,15147
118,0,0,0,0,0,0,0,0,0,0,1,0,12,6,3,3,7,0,160,1,1,4668
119,0,0,0,0,1,0,0,0,0,0,0,0,9,5,5,5,7,5,715,2,1,15554
120,0,0,0,0,0,0,0,0,1,0,0,0,9,4,3,3,5,55,160,1,1,3971
121,0,1,0,0,0,0,0,0,0,0,0,0,3,5,2,2,15,0,85,1,1,3100
122,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,20,0,845,2,1,9663
123,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,5,23,0,1215,2,1,27430
124,0,0,0,1,0,0,0,0,0,0,0,0,12,5,1,1,5,15,145,1,1,3540
125,0,1,0,0,0,0,0,0,0,0,0,0,21,5,4,4,12,0,1390,3,1,10676
126,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,14,5,1090,2,1,13044
127,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,20,0,960,2,1,14388
128,0,0,0,1,0,0,0,0,0,0,0,0,24,6,3,3,4,0,170,1,1,3943
129,0,0,0,1,0,0,0,0,0,0,0,0,3,6,1,1,14,45,140,1,1,3597
130,0,1,0,0,0,0,0,0,0,0,0,0,21,3,3,6,11,50,480,2,1,5932
131,0,0,0,0,1,0,0,0,0,0,0,0,15,6,5,5,11,30,1015,2,1,10262
132,0,0,0,0,0,0,0,0,0,0,1,0,12,5,5,5,14,40,190,1,1,6216
133,0,0,0,1,0,0,0,0,0,0,0,0,15,6,4,4,20,25,165,1,1,4804
134,0,0,0,0,0,0,1,0,0,0,0,0,21,5,5,5,11,30,840,2,1,14067
135,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,19,10,1430,3,1,15129
136,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,6,45,1300,3,1,13376
137,0,1,0,0,0,0,0,0,0,0,0,0,27,6,5,5,22,0,1275,3,1,10441
138,0,0,0,0,1,0,0,0,0,0,0,0,24,5,3,3,6,0,165,1,1,4030
139,0,0,0,0,1,0,0,0,0,0,0,0,3,3,5,5,8,0,650,2,1,17024
140,0,0,0,0,0,0,1,0,0,0,0,0,9,4,5,5,17,30,480,2,1,13017
141,0,0,1,0,0,0,0,0,0,0,0,0,6,6,4,4,23,30,495,2,1,6686
142,0,0,0,1,0,0,0,0,0,0,0,0,15,6,5,5,2,0,325,2,1,5636
143,0,0,0,1,0,0,0,0,0,0,0,0,9,6,5,5,7,35,515,2,1,6442
144,0,0,0,0,0,0,1,0,0,0,0,0,21,5,5,5,13,5,710,2,1,9486
145,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,20,0,1655,2,1,10844
146,0,0,0,0,1,0,0,0,0,0,0,0,3,6,5,5,20,0,505,3,1,15318
147,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,5,12,30,1255,2,1,5117
148,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,15,10,290,2,1,6147
149,0,0,0,0,0,0,1,0,0,0,0,0,9,6,5,5,12,50,490,2,1,7005
150,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,4,22,20,140,1,1,3873
151,0,0,0,0,1,0,0,0,0,0,0,0,21,3,5,5,18,25,1465,3,1,9270
152,0,0,1,0,0,0,0,0,0,0,0,0,27,6,3,3,11,40,170,1,1,3898
153,0,0,0,0,1,0,0,0,0,0,0,0,12,5,4,4,8,25,740,2,1,14781
154,0,0,0,0,1,0,0,0,0,0,0,0,24,5,4,4,20,0,735,2,1,8586
155,0,1,0,0,0,0,0,0,0,0,0,0,9,5,4,4,8,20,1415,3,1,10697
156,0,0,0,0,1,0,0,0,0,0,0,0,27,6,5,5,20,0,995,3,1,14300
157,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,6,18,55,170,1,1,8855
158,0,0,0,0,1,0,0,0,0,0,0,0,12,5,4,4,16,30,1545,2,1,10844
159,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,5,2,15,1570,2,1,17024
160,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,4,9,35,1730,2,1,9314
161,0,0,0,1,0,0,0,0,0,0,0,0,24,3,3,6,0,40,165,1,1,4777
162,0,1,0,0,0,0,0,0,0,0,0,0,9,6,4,4,12,0,1515,2,1,7662
163,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,6,50,560,2,1,6442
164,0,0,0,0,0,0,0,0,1,0,0,0,12,6,5,5,8,45,270,2,1,5264
165,0,0,0,0,1,0,0,0,0,0,0,0,27,5,5,5,13,0,925,2,1,12898
166,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,13,55,90,1,1,6092
167,0,0,0,0,0,0,0,0,1,0,0,0,21,5,3,3,5,55,160,1,1,3311
168,0,0,0,0,1,0,0,0,0,0,0,0,27,3,5,5,19,15,550,2,1,6540
169,0,0,0,1,0,0,0,0,0,0,0,0,27,5,3,3,1,30,165,1,1,3419
170,0,0,0,0,1,0,0,0,0,0,0,0,3,4,5,5,14,0,1355,2,1,5177
171,0,1,0,0,0,0,0,0,0,0,0,0,18,4,5,5,18,5,185,1,1,8246
172,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,9,35,690,2,1,14676
173,0,0,0,0,0,0,1,0,0,0,0,0,27,6,5,5,11,30,570,2,1,13587
174,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,21,10,730,2,1,9663
175,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,16,30,1055,2,1,13044
176,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,5,20,25,305,2,1,5073
177,0,0,0,0,0,0,0,0,0,0,1,0,21,5,4,4,17,0,1550,2,1,9345
178,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,14,5,1200,2,1,9663
179,0,0,0,0,0,0,1,0,0,0,0,0,21,5,5,5,8,0,780,2,1,14277
180,0,0,0,0,1,0,0,0,0,0,0,0,1,6,5,5,10,0,1105,2,1,10262
181,0,0,0,0,1,0,0,0,0,0,0,0,27,3,2,2,19,35,90,1,1,5678
182,0,0,0,0,0,0,1,0,0,0,0,0,15,5,5,5,16,0,570,2,1,13727
183,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,20,0,960,2,1,9663
184,0,0,0,1,0,0,0,0,0,0,0,0,12,5,1,1,14,45,140,1,1,3858
185,0,0,0,0,0,0,0,0,1,0,0,0,24,6,5,5,8,45,270,2,1,4812
186,0,0,0,1,0,0,0,0,0,0,0,0,27,6,5,5,21,50,345,2,1,5775
187,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,9,35,1450,2,1,10539
188,0,0,0,1,0,0,0,0,0,0,0,0,3,6,4,4,15,30,155,1,1,4804
189,1,0,0,0,0,0,0,0,0,0,0,0,12,6,3,3,11,10,165,1,1,3383
190,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,6,12,10,295,2,1,8738
191,0,1,0,0,0,0,0,0,0,0,0,0,27,3,5,5,5,15,1535,2,1,7165
192,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,16,10,380,2,1,6412
193,0,0,0,0,1,0,0,0,0,0,0,0,27,6,3,3,18,55,185,1,1,8016
194,0,0,0,0,1,0,0,0,0,0,0,0,12,3,3,6,20,35,1120,2,1,11087
195,0,0,0,0,0,0,0,0,1,0,0,0,27,6,1,1,9,45,135,1,1,3543
196,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,16,30,730,2,1,12471
197,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,9,0,1165,2,1,10262
198,0,1,0,0,0,0,0,0,0,0,0,0,18,3,3,6,13,20,170,1,1,4441
199,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,7,5,505,2,1,12537
200,0,0,1,0,0,0,0,0,0,0,0,0,24,3,4,4,22,25,555,2,1,10091
201,0,1,0,0,0,0,0,0,0,0,0,0,3,6,3,3,21,5,170,1,1,6961
202,0,0,0,1,0,0,0,0,0,0,0,0,24,4,5,5,5,35,195,1,1,5013
203,0,1,0,0,0,0,0,0,0,0,0,0,18,5,5,5,5,10,170,1,1,6934
204,0,0,0,0,0,0,1,0,0,0,0,0,3,6,5,5,6,40,740,2,1,10877
205,0,0,0,0,1,0,0,0,0,0,0,0,18,4,3,3,15,15,175,1,1,7229
206,0,0,0,1,0,0,0,0,0,0,0,0,27,3,5,5,16,0,575,2,1,7048
207,0,0,0,0,0,0,0,0,0,0,1,0,27,6,3,3,17,0,155,1,1,4878
208,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,14,5,570,2,1,10844
209,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,23,5,1760,3,1,15129
210,0,0,0,1,0,0,0,0,0,0,0,0,12,5,3,3,0,30,175,1,1,3943
211,0,0,0,0,0,0,0,0,1,0,0,0,6,6,5,5,6,5,315,2,1,5583
212,0,0,0,0,0,0,1,0,0,0,0,0,6,6,5,5,7,5,545,2,1,9646
213,0,0,0,0,0,0,1,0,0,0,0,0,3,6,5,5,8,30,645,2,1,7677
214,0,0,0,1,0,0,0,0,0,0,0,0,1,6,5,5,5,10,295,2,1,6842
215,0,0,0,0,1,0,0,0,0,0,0,0,24,6,2,2,8,45,90,1,1,4995
216,0,0,0,0,0,0,0,0,0,0,1,0,9,6,4,4,7,10,700,2,1,9555
217,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,3,1,30,165,1,1,4077
218,0,0,0,0,1,0,0,0,0,0,0,0,12,5,3,3,15,15,175,1,1,7229
219,0,0,0,0,0,0,1,0,0,0,0,0,9,6,5,5,9,0,600,2,1,12192
220,0,1,0,0,0,0,0,0,0,0,0,0,12,4,3,3,10,0,165,1,1,5911
221,0,1,0,0,0,0,0,0,0,0,0,0,12,6,5,5,9,0,615,2,1,8372
222,0,0,0,0,1,0,0,0,0,0,0,0,18,3,2,2,7,10,85,1,1,4995
223,0,0,0,0,0,0,1,0,0,0,0,0,9,5,5,5,10,0,555,2,1,14323
224,0,0,0,0,1,0,0,0,0,0,0,0,9,6,5,5,5,30,1375,3,1,13014
225,0,1,0,0,0,0,0,0,0,0,0,0,6,6,5,5,14,25,1730,3,1,13591
226,0,0,0,0,1,0,0,0,0,0,0,0,3,3,5,5,5,25,2245,3,1,18799
227,0,0,0,1,0,0,0,0,0,0,0,0,27,4,3,3,23,30,170,1,1,3943
228,0,0,0,0,0,0,0,0,1,0,0,0,21,5,2,2,5,45,90,1,1,1965
229,0,0,0,0,1,0,0,0,0,0,0,0,27,5,2,2,10,20,90,1,1,4995
230,0,1,0,0,0,0,0,0,0,0,0,0,24,3,4,4,16,50,1540,2,1,14641
231,0,1,0,0,0,0,0,0,0,0,0,0,12,4,4,4,20,45,155,1,1,4460
232,0,1,0,0,0,0,0,0,0,0,0,0,18,5,5,5,13,0,375,2,1,10191
233,0,0,0,0,1,0,0,0,0,0,0,0,9,3,5,5,2,15,1050,2,1,13843
234,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,5,21,50,345,2,1,6349
235,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,10,20,155,1,1,4409
236,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,5,18,15,1530,2,1,17024
237,0,0,0,0,0,0,1,0,0,0,0,0,18,5,5,5,7,5,835,2,1,13727
238,0,0,0,1,0,0,0,0,0,0,0,0,15,3,3,6,18,25,175,1,1,8855
239,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,8,45,615,2,1,12524
240,0,0,0,0,1,0,0,0,0,0,0,0,18,3,3,6,11,40,520,2,1,13555
241,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,6,30,330,2,1,10844
242,0,0,0,0,0,0,1,0,0,0,0,0,9,6,5,5,9,0,720,2,1,13587
243,0,0,0,0,0,0,0,0,1,0,0,0,12,6,1,1,9,45,135,1,1,3543
244,0,0,0,0,0,0,0,0,0,0,1,0,18,3,1,1,7,5,135,1,1,4842
245,0,0,0,1,0,0,0,0,0,0,0,0,24,4,3,3,23,30,170,1,1,3943
246,0,0,0,0,1,0,0,0,0,0,0,0,9,6,5,5,19,15,550,2,1,10577
247,0,0,0,1,0,0,0,0,0,0,0,0,15,5,5,5,10,35,625,2,1,6979
248,0,0,0,0,0,0,0,0,0,0,1,0,27,6,1,1,17,45,140,1,1,11982
249,0,0,0,0,0,0,0,0,1,0,0,0,6,6,5,5,8,45,270,2,1,5264
250,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5,5,6,0,190,1,1,8001
251,0,1,0,0,0,0,0,0,0,0,0,0,1,6,5,5,19,45,1410,3,1,10651
252,0,0,0,0,1,0,0,0,0,0,0,0,24,5,4,4,16,30,1640,2,1,10844
253,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,9,45,755,2,1,6601
254,0,1,0,0,0,0,0,0,0,0,0,0,21,3,5,5,19,0,1455,2,1,6587
255,0,0,0,0,0,0,0,0,1,0,0,0,21,3,2,2,13,10,80,1,1,3173
256,0,1,0,0,0,0,0,0,0,0,0,0,9,5,3,3,10,0,165,1,1,5228
257,0,0,0,0,1,0,0,0,0,0,0,0,21,6,3,3,7,10,180,1,1,5769
258,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,8,0,660,2,1,14714
259,0,0,0,0,1,0,0,0,0,0,0,0,3,6,5,5,5,30,810,3,1,13014
260,0,0,0,1,0,0,0,0,0,0,0,0,3,6,3,3,22,10,170,1,1,3359
261,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,6,20,55,175,1,1,6722
262,0,0,0,1,0,0,0,0,0,0,0,0,18,3,4,4,9,35,165,1,1,4462
263,0,0,0,1,0,0,0,0,0,0,0,0,9,3,5,5,4,55,675,2,1,6171
264,0,1,0,0,0,0,0,0,0,0,0,0,21,5,4,4,5,50,875,3,1,12303
265,0,0,0,0,0,0,1,0,0,0,0,0,21,3,5,5,11,40,835,2,1,7695
266,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,11,25,845,2,1,5684
267,0,1,0,0,0,0,0,0,0,0,0,0,12,6,4,4,16,50,905,2,1,8366
268,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,11,40,135,1,1,19630
269,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,6,14,5,900,2,1,13502
270,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,4,21,10,775,2,1,14781
271,0,0,0,0,0,0,1,0,0,0,0,0,12,6,5,5,7,10,540,2,1,6513
272,0,1,0,0,0,0,0,0,0,0,0,0,1,6,5,5,7,0,735,2,1,9929
273,0,0,0,0,0,0,1,0,0,0,0,0,6,6,5,5,17,50,460,3,1,18275
274,0,1,0,0,0,0,0,0,0,0,0,0,9,4,5,5,6,5,1640,2,1,4487
275,0,0,0,1,0,0,0,0,0,0,0,0,15,3,2,2,21,20,85,1,1,2754
276,0,1,0,0,0,0,0,0,0,0,0,0,27,3,2,2,6,20,80,1,1,2575
277,0,0,0,0,0,0,0,0,1,0,0,0,12,6,4,4,15,55,330,2,1,8224
278,0,1,0,0,0,0,0,0,0,0,0,0,9,3,5,5,20,30,705,2,1,8991
279,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,5,5,35,195,1,1,5000
280,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,18,55,1495,2,1,8529
281,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,5,1640,2,1,14042
282,0,0,0,0,1,0,0,0,0,0,0,0,24,5,3,3,11,10,175,1,1,4030
283,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,18,55,1025,2,1,10844
284,0,0,0,1,0,0,0,0,0,0,0,0,6,5,4,4,21,25,160,1,1,4804
285,0,0,0,0,0,0,1,0,0,0,0,0,27,5,5,5,17,30,480,2,1,7308
286,0,0,0,1,0,0,0,0,0,0,0,0,12,5,3,3,16,55,180,1,1,4823
287,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,9,0,1655,2,1,10262
288,0,0,0,0,1,0,0,0,0,0,0,0,27,5,5,5,20,55,450,2,1,12898
289,0,1,0,0,0,0,0,0,0,0,0,0,12,3,3,6,17,25,1375,3,1,12778
